post_id,label,target,text,prefix,suffix
6081960_gab,hatespeech,Caucasian,it is a fictional story about a mudshark vanessa her absent black husband obi o konkwo and her rogue piccaninny child jiglet it is based on real life events and characters written in the style of the janet and john books of the 6 0,it is a fictional story about a mudshark vanessa her absent black husband obi o konkwo and her rogue piccaninny child jiglet,it is based on real life events and characters written in the style of the janet and john books of the 6 0
17363428_gab,hatespeech,African,jews lie niggers steal and rape spic women can not stop shitting out babies and birds have beaks,jews lie niggers steal and rape spic women can,not stop shitting out babies and birds have beaks
13147452_gab,hatespeech,African,proof of racial discrimination <user> reported a niglet arrested for doing it to a 6 month old,proof of racial discrimination <user> reported a niglet,arrested for doing it to a 6 month old
15078260_gab,hatespeech,Islam,so pollocks the only ones fighting the muzzies at present in the eu do not count the polish casualties were around <number> dead and <number> captured,so pollocks the only ones fighting the muzzies at present in the eu,do not count the polish casualties were around <number> dead and <number> captured
1621695_gab,hatespeech,Islam,<user> it de blasio a libtard illegal and moslem supporter,<user> it de blasio a,libtard illegal and moslem supporter
19366131_gab,hatespeech,Homosexual,they are lavender not purple you blurry eyed drunken shitskin faggot,they are lavender not purple,you blurry eyed drunken shitskin faggot
11138997_gab,hatespeech,Jewish,schiff is a kike and he also pretty much always wrong turn him off he will just cost you coin,schiff is a kike and he also pretty much always,wrong turn him off he will just cost you coin
13987289_gab,hatespeech,Women,soon mudsharks will start being afraid to walk the streets good we need more mudshark shaming and ass kicking,soon mudsharks will start being afraid to walk the,streets good we need more mudshark shaming and ass kicking
11549132_gab,hatespeech,Asian,yeah i dont mind chinks they need to stay in chink land though to many coming to my country,yeah i dont mind chinks they need to stay,in chink land though to many coming to my country
24120677_gab,hatespeech,Homosexual,the russians buying that and purging all the blue haired dykes was glorious that may well be the genesis of the russian bot narrative,the russians buying that and purging all the blue haired dykes was,glorious that may well be the genesis of the russian bot narrative
11620161_gab,hatespeech,African,oh hey it nigger dick hi nigger dick you still sharing your expertise on all things nigger dick with all of gab nice see ya around nigger dick,oh hey it nigger dick hi nigger dick you still sharing your expertise on,all things nigger dick with all of gab nice see ya around nigger dick
18573517_gab,hatespeech,Homosexual,honestly i will go along with muslims remaining in usa long enough to kill off a whole slew of faggots then maybe just maybe the queers will stop fighting for islam and join the patriots in expelling the whole godless filthy bunch that godless part directed at muslims not the godless queers,honestly i will go along with muslims remaining in usa long enough to kill off a whole slew of faggots then maybe just maybe the queers,will stop fighting for islam and join the patriots in expelling the whole godless filthy bunch that godless part directed at muslims not the godless queers
11959883_gab,hatespeech,Islam,just had a talk with my dog and he agrees if a moslem or any other assorted brown person comes to a white country and has a bad time he can go back to his land where do we go when we have had enough of them,just had a talk with my dog and he agrees if a moslem or any other assorted brown person comes to a white,country and has a bad time he can go back to his land where do we go when we have had enough of them
19840406_gab,hatespeech,African,koko probably the father of these nigger kids,koko probably the father,of these nigger kids
12419643_gab,hatespeech,Islam,well if we did not have moslem kids in this country who parents would strap a bomb to we would not have to worry about this moslems ruin everything,well if we did not have moslem kids in this country who parents would,strap a bomb to we would not have to worry about this moslems ruin everything
16511498_gab,hatespeech,African,the nigger tax strikes again,the nigger,tax strikes again
11123890_gab,hatespeech,African,thanks <number> john deere black lives have not mattered for a long time super ultra nigger <number>,thanks <number> john deere black lives have not,mattered for a long time super ultra nigger <number>
9941154_gab,hatespeech,Islam,dog backwards is god muslimes do not have dogs therefore muslimes have no god,dog backwards is god muslimes do not,have dogs therefore muslimes have no god
16008449_gab,hatespeech,Arab,so this pedophile worshiping goat raping sand nigger does his jihadi terrorism and the nyc council are scrambling to line up to suck his dick and give him a job offering and nyc retards can not understand why the rest of the country hates their guts that nigger should have been strung up hours ago,so this pedophile worshiping goat raping sand nigger does his jihadi terrorism and the nyc council are scrambling to line up to suck his dick and give,him a job offering and nyc retards can not understand why the rest of the country hates their guts that nigger should have been strung up hours ago
