ID	target	implied_statement
844071173444976641	White people	White people are not welcome in Africa.
926200440743780352	Minorities	Minorities are substandard races
927269529130098690	Minorities	Minorities hold whites to a double standard
946959524329639936	Liberal people	Liberals are against whites.
900071591652065281	Conservatives	Conservatives are dishonest
892404086745726976	Minorities	Minorities hold double standards for whites
894612166015307778	white people	White people belong in America.
905551357213474816	White people	White people are racists
913532770416128000	Immigrants	Immigrants are invaders
783015942666260480	Immigrants	Immigrants are invaders
932781852590530562	white people	White people are important too
899564434225598465	Minorities	Minorities foster white guilt
458596138963070976	Islamic people	Islamic people are harmful.
924404296908668928	Blacks	Blacks are incompetent.
896451657990582275	whites	whites are not efficient
239504239007776769	Blacks	Blacks commit all the crime.
710931221086347264	white people	White people should die.
873736976150745088	Islamic people	Islamic people are terrorists.
946068289679216640	white people	White people are dying out.
594711825301680129	white people	White people need to be saved.
903025770737438720	White people	White people are violent nazis
706247432242380804	Christians	Christians aren't aware of other races
892772222653403138	racists	racists are realists
834940383301816321	People of color	People of color are inferior to white people and haven't accomplished as much
469471776318455808	Muslims	Muslims are criminals
220892892670070784	Muslims	Muslims hate America.
830266286139535360	white people	White people should be able to take care of themselves.
703280928760573952	white people	White people are racist.
922696399220862976	Minorities	Minorities weaken the white race
847845922218397697	Minorities	Minorities are inferior people
917900348848607232	illegal aliens	illegals are overtaking the usa
496813727514361856	Muslims	Muslims don't care about Christians.
893160169705811968	White people	White people have anger issues
913089186265276417	Minorities	Minorities have no values.
824766289189154818	Muslims	Muslims are terrorists
831398377313169408	white folks	anti-white
937959671406694400	Progressives	Progressives are terrorists
861281762852438018	USA	USA murders non-white people
385067865021636608	Muslims	Muslims are rapists
626130288331124736	White people	White genocide is accelerating.
868972883846082561	women	women cheat on their husbands
860585834168426499	white people	White people shouldn't be immortalized in statues.
930383231156981761	white people	White people are not diverse.
596080596016758785	white people	White people have an advantage over non-whites.
701863212732387328	media	Media hates Germans.
734081349619851265	Blacks	Blacks are violent.
288003093721935874	Black people	Black people are inferior to white people
318215525723418624	Jews	Jews are trying to destroy the white race
908032997114437632	Black people	Black people are killers
900473169668001793	Minorities	Minorities are against whites
587739951002849281	Minorities	Minorities promote special privilege for themselves.
916830334653571073	non-whites	Non-whites outnumber whites.
742423094619475968	Muslims	Muslims are backwards criminals
920317135066296320	white people	White people need to stick together to stay safe.
792757879249965056	immigrants	Immigrants are dangerous.
898412325820026880	non-whites	Non-whites are bad people.
897442179823669250	Black Lives Matter	Black Lives Matter want to kill white people.
903590827800358913	white people	White people are hateful.
890333812303048704	white people	White people are poor and uneducated.
696163268973309952	Minorities	Minorities are substandard races
897944492182994944	southerners	Southerners are stronger than other people.
350249929324773379	Muslims	Muslims promote violence
519713767391641600	Black people	Black people hate white women
281533945831632897	Black people	Black people are violent
265937465238507520	black people	Black people are criminals.
410507476824764416	immigrants	Immigrants should be pardoned.
789344709512617984	Muslims	Muslims preach murder.
391406262937591809	Jews	Jews are subversive
899717976622063616	non-white people	non-white people are persecutors
834201153747324928	white people	White people are superior.
751842747301007361	Islam	The ideology of Islam is to kill
671401429706383360	Non-hindus	Non-hindus are incompetent
911905703979347968	Muslims	Muslims are separatists.
924693133627080704	Muslims	Muslims infiltrate societies
853378372629663745	Antifa	Antifa are trouble.
911964251627114496	Muslims	Muslims are rapists
891061945486454784	non-whites	Non-whites commit hate crimes.
930239634185052160	Immigrants	Immigrants are leeches
624619401698914304	Black people	Black people commit too many crimes
366277144252395522	Black people	Black people are murderers
598311820223520769	white people	White people have microaggression.
899281429917466624	white people	white people are threatened
917803943765274625	Muslim immigrants	Muslim immigrants are cowards
905680785897861120	Liberals	Liberals hate whites.
712792890066358273	Minorities	Minorities want to annihilate the white race
597747805713629184	non-white people	non-white people are impure
881960916987891712	White people	White people calling themselves white is referred as racist
799466368223440896	Sharia	Sharia is violent.
778967604429926400	democrats	Democrats don't like white people.
915409518288191488	Whites	Whites are violent murderers.
613083517115760640	Immigrants	Immigrants are violent
915361173943586817	white people	white people are terrorists
266226790069047296	whites	the goal of white genocide
391305475926417408	white people	White people are dying out.
946563090304380928	muslims	,Muslims are terrorist
830733255284576256	Immigrants	Immigrants are disruptful
939694613161566208	white people	white people are racist
886868033226117120	Minorities	Minorities are subpar races.
937114340733239296	Progressives	Progressives are destroying the country
616989371762237440	whites	whites are nazis
879494869709926400	whites	whites benefit from white supremacy
281120650368778241	black people	Black people are on foodstamps.
313998480773373952	Blacks	Blacks have it in for whites.
